RA DEC REDSHIFT
117.13700866699219 19.371322631835938 0.6536999940872192
130.7330322265625 22.575538635253906 2.714099884033203
163.66357421875 5.592619895935059 0.5807999968528748
123.6034164428711 47.45636749267578 1.3731000423431396
132.97669982910156 2.2425200939178467 1.2745000123977661
175.0653533935547 30.11508560180664 3.7881999015808105
205.48696899414062 0.5028740167617798 1.2345999479293823
120.83368682861328 25.43400764465332 0.4771000146865845
231.78990173339844 22.30058479309082 1.4677000045776367
230.36985778808594 21.69563865661621 1.4940999746322632
163.67974853515625 -1.1171690225601196 0.5221999883651733
252.02316284179688 36.14030838012695 0.588699996471405
210.22396850585938 54.50338363647461 4.171000003814697
194.95616149902344 14.09640884399414 1.51010000705719
147.5960235595703 29.036907196044922 0.9929999709129333
132.2484130859375 20.594255447387695 1.045699954032898
131.74217224121094 46.83640670776367 2.120300054550171
194.86474609375 4.024550914764404 2.3375000953674316
129.1979522705078 4.370680809020996 0.18129999935626984
200.22088623046875 25.994314193725586 1.042099952697754
127.204833984375 8.981907844543457 2.271399974822998
192.0887451171875 10.26264476776123 0.3077999949455261
235.35049438476562 27.016841888427734 0.3880999982357025
125.1953353881836 4.1137471199035645 1.4759999513626099
155.00498962402344 39.43263244628906 2.956199884414673
254.81060791015625 38.150230407714844 2.343100070953369
127.59042358398438 11.360715866088867 2.252500057220459
215.35269165039062 42.500892639160156 0.9997000098228455
344.8564147949219 -0.8390169739723206 2.2957000732421875
121.29786682128906 43.50673294067383 2.3046998977661133
172.3262481689453 40.060279846191406 0.8205999732017517
131.55123901367188 32.31022262573242 1.2984000444412231
218.9265594482422 42.55563735961914 2.0699000358581543
163.2316131591797 23.59149169921875 1.318600058555603
160.17755126953125 28.97959327697754 1.6151000261306763
235.85348510742188 23.58225440979004 2.0271999835968018
150.31809997558594 38.74827575683594 0.9240000247955322
178.89340209960938 3.4030721187591553 0.5376999974250793
178.55780029296875 40.50005340576172 2.8924999237060547
240.4098358154297 3.312505006790161 2.1078999042510986
51.709537506103516 0.9892309904098511 1.499400019645691
235.80990600585938 41.874244689941406 1.416100025177002
112.18090057373047 34.97022247314453 2.8685998916625977
182.82028198242188 40.37897491455078 2.5246999263763428
180.68753051757812 14.874957084655762 3.366300106048584
172.19239807128906 -3.5316789150238037 1.5396000146865845
192.41082763671875 0.4054119884967804 1.5555000305175781
118.75096893310547 32.60142517089844 1.2740999460220337
135.23146057128906 21.26595115661621 1.6868000030517578
148.30328369140625 41.92552185058594 1.934399962425232
153.6490478515625 5.006768226623535 0.557200014591217
139.08644104003906 29.522390365600586 3.109100103378296
164.3787078857422 31.086750030517578 0.9962000250816345
164.64401245117188 41.98127746582031 1.1299999952316284
229.75840759277344 16.3765869140625 1.382699966430664
188.0784454345703 34.70917510986328 1.1842000484466553
176.53488159179688 39.969993591308594 1.093500018119812
171.76983642578125 -2.0986509323120117 2.1424999237060547
161.6185760498047 54.927852630615234 3.4249000549316406
165.31845092773438 2.3699710369110107 1.722499966621399
234.70460510253906 1.4942890405654907 1.069000005722046
190.25868225097656 32.400638580322266 1.6122000217437744
154.6944580078125 26.399721145629883 0.3573000133037567
51.00868606567383 -0.5098549723625183 1.3140000104904175
235.2045440673828 11.92570686340332 1.4723999500274658
118.45499420166016 30.59721565246582 1.5159000158309937
147.71075439453125 3.876378059387207 1.184999942779541
344.95745849609375 -0.07055500149726868 1.4149999618530273
232.28213500976562 28.708965301513672 1.695099949836731
34.30575942993164 -0.757489025592804 0.7710000276565552
197.05052185058594 15.299306869506836 1.3013999462127686
209.60549926757812 21.58737564086914 0.6417999863624573
162.5882110595703 60.93341064453125 1.316100001335144
227.74366760253906 12.799266815185547 1.9615999460220337
193.77183532714844 43.06537628173828 0.2994000017642975
119.39128112792969 23.555204391479492 1.3131999969482422
207.48829650878906 55.784122467041016 0.8758999705314636
156.7255401611328 19.71946144104004 1.868499994277954
176.02227783203125 46.06825637817383 0.44510000944137573
151.876953125 5.161764144897461 0.9204000234603882
175.2843017578125 47.78170394897461 1.069000005722046
140.75732421875 33.45872497558594 2.0550999641418457
128.7108917236328 38.5602912902832 3.402899980545044
193.95648193359375 18.227155685424805 1.4092999696731567
118.94413757324219 42.955875396728516 0.5112000107765198
193.11570739746094 36.210018157958984 1.3529000282287598
339.3547058105469 0.9200829863548279 0.4966999888420105
12.969799041748047 -0.417620986700058 1.2731000185012817
253.37989807128906 22.566822052001953 1.1131000518798828
165.96868896484375 58.82320022583008 1.3300000429153442
259.2181091308594 59.03339385986328 2.3696000576019287
166.86032104492188 5.97898006439209 1.8131999969482422
154.28863525390625 29.044822692871094 1.5236999988555908
38.00453567504883 0.4123769998550415 0.6330000162124634
183.62542724609375 13.42288589477539 3.0817999839782715
134.04136657714844 56.95405578613281 0.18719999492168427
164.0814971923828 64.10554504394531 1.5339000225067139
161.73782348632812 16.835346221923828 4.077099800109863
352.13958740234375 -0.8761699795722961 0.8561999797821045
249.6966552734375 10.866634368896484 0.6050000190734863
223.3464813232422 8.377596855163574 1.2588000297546387
49.38617706298828 -0.920412003993988 1.5547000169754028
179.2751007080078 42.82008743286133 1.7807999849319458
137.68316650390625 40.87403869628906 1.0069999694824219
191.94158935546875 50.38125991821289 2.327899932861328
149.83975219726562 4.909408092498779 0.8779000043869019
213.80758666992188 11.26966667175293 1.544800043106079
201.3116455078125 -1.3589739799499512 0.5529999732971191
179.7126007080078 33.238494873046875 2.169600009918213
220.00372314453125 16.3498592376709 3.275599956512451
205.30804443359375 -0.8875089883804321 0.23739999532699585
209.06808471679688 4.29801607131958 3.726099967956543
215.9915313720703 52.012935638427734 0.8224999904632568
219.03810119628906 31.574098587036133 1.8805999755859375
229.89219665527344 -1.6816580295562744 0.9659000039100647
167.15188598632812 50.26128005981445 1.155400037765503
40.03385543823242 -7.871285915374756 0.4025999903678894
219.9634246826172 1.5861059427261353 0.9387000203132629
0.5908650159835815 15.248492240905762 1.8249000310897827
139.2386016845703 -0.17680400609970093 1.6150000095367432
191.2094268798828 21.784074783325195 0.7667999863624573
181.15255737304688 25.309173583984375 3.4300999641418457
238.43789672851562 50.50873565673828 1.1646000146865845
200.9074249267578 16.460254669189453 0.31349998712539673
152.0895233154297 3.658149003982544 0.3666999936103821
164.55435180664062 49.660030364990234 2.392400026321411
174.1821746826172 4.172059059143066 1.4638999700546265
232.26768493652344 57.947967529296875 1.4285999536514282
231.3639373779297 6.169798851013184 1.3961999416351318
182.07069396972656 23.308837890625 0.9259999990463257
128.32249450683594 24.980886459350586 3.4482998847961426
182.2234344482422 17.00042724609375 1.0095000267028809
229.79232788085938 60.7381591796875 2.0243000984191895
226.87298583984375 0.120728999376297 1.732699990272522
139.10047912597656 44.15479278564453 0.4758000075817108
209.96080017089844 62.949214935302734 0.3280999958515167
125.96137237548828 50.60551834106445 1.7475999593734741
241.88182067871094 53.117984771728516 0.887499988079071
151.61642456054688 60.512115478515625 0.2102999985218048
132.4541015625 27.944103240966797 2.8526999950408936
212.26730346679688 54.17325973510742 2.504699945449829
160.18663024902344 29.29134178161621 2.0546998977661133
139.20201110839844 23.554027557373047 0.9200000166893005
340.6710205078125 -8.124444007873535 1.8452999591827393
180.53761291503906 24.933837890625 1.486899971961975
161.33221435546875 53.471675872802734 0.49390000104904175
155.2733917236328 29.64190101623535 1.0534000396728516
226.4081268310547 45.32976531982422 0.7439000010490417
206.56497192382812 3.276602029800415 1.042799949645996
239.95518493652344 53.85033416748047 1.3982000350952148
186.64581298828125 6.674434185028076 0.9521999955177307
348.32440185546875 -8.377341270446777 0.366100013256073
200.76431274414062 13.328554153442383 1.735200047492981
134.11038208007812 20.693681716918945 2.1184000968933105
345.01861572265625 -9.90910530090332 0.5551000237464905
176.02679443359375 56.51148223876953 3.2715001106262207
